'u2','gender','female',0.0
'u1','age','young',1.0
'u7','age','old',0.021496456263134293
'u0','age','middle_age',1.0
'u1','gender','male',1.0
'u3','age','middle_age',1.0
'u8','age','young',0.37665082766339775
'u9','gender','female',0.32203548157154066
'u0','age','old',0.0
'u5','gender','male',1.0
'u6','age','middle_age',0.0
'u8','gender','male',0.8689048158227233
'u5','age','young',0.0
'u3','age','old',0.0
'u2','gender','male',1.0
'u4','age','middle_age',0.0
'u1','gender','female',0.0
'u2','age','young',0.0
'u1','age','old',0.0
'u7','age','middle_age',0.6448645286369659
'u9','gender','male',0.6789060023161569
'u5','gender','female',0.0
'u4','age','old',0.0
'u9','age','young',0.3381899676172032
'u8','gender','female',0.13208774658267913
'u2','age','old',0.0
'u7','gender','female',0.31732081146173097
'u6','age','young',0.0
'u8','age','middle_age',0.38024890991131155
'u3','age','young',0.0
'u6','gender','male',1.0
'u5','age','old',1.0
'u4','gender','female',1.0
'u0','gender','male',1.0
'u3','gender','male',1.0
'u0','age','young',0.0
'u1','age','middle_age',0.0
'u8','age','old',0.24509357516166033
'u9','age','middle_age',0.6346679680975282
'u7','gender','male',0.6835930827577734
'u7','age','young',0.3354236311008788
'u6','age','old',1.0
'u6','gender','female',0.0
'u9','age','old',0.028983141210691715
'u2','age','middle_age',1.0
'u4','age','young',1.0
'u0','gender','female',0.0
'u3','gender','female',0.0
'u5','age','middle_age',0.0
'u4','gender','male',0.0
